date,state,indicator,contribution,target_transform
2019-06-30,AL,claims,0.10662141688320871,qoq_ann
2019-06-30,AL,national_activity,0.0037220013659480015,qoq_ann
2019-09-30,AL,payroll,-0.14900424183908714,qoq_ann
2019-09-30,AL,coincident,-1.2212379608288686,qoq_ann
2019-09-30,AL,claims,-0.32447610457148424,qoq_ann
2019-09-30,AL,national_activity,0.07119781519157303,qoq_ann
2019-12-31,AL,payroll,-0.3863635951143941,qoq_ann
2019-12-31,AL,coincident,-2.1472504734595814,qoq_ann
2019-12-31,AL,claims,-0.037389904379566866,qoq_ann
2019-12-31,AL,national_activity,0.1375395817260121,qoq_ann
2020-03-31,AL,payroll,-0.7449361138662638,qoq_ann
2020-03-31,AL,coincident,-3.2131495272241186,qoq_ann
2020-03-31,AL,claims,0.6412960932025331,qoq_ann
2020-03-31,AL,national_activity,0.18034986696832075,qoq_ann
2020-06-30,AL,payroll,-10.363212538132181,qoq_ann
2020-06-30,AL,coincident,-28.253400457171164,qoq_ann
2020-06-30,AL,claims,8.18560537026943,qoq_ann
2020-06-30,AL,national_activity,-0.8924588704945725,qoq_ann
2020-09-30,AL,payroll,4.0040658685480555,qoq_ann
2020-09-30,AL,coincident,21.647436286682336,qoq_ann
2020-09-30,AL,claims,-1.845808580771273,qoq_ann
2020-09-30,AL,national_activity,-0.5312648082515156,qoq_ann
2020-12-31,AL,payroll,1.6840553706882924,qoq_ann
2020-12-31,AL,coincident,10.694104320906263,qoq_ann
2020-12-31,AL,claims,-0.7331561635727974,qoq_ann
2020-12-31,AL,national_activity,-0.33507462687616807,qoq_ann
2021-03-31,AL,payroll,0.1744880780671808,qoq_ann
2021-03-31,AL,coincident,3.7447902155272423,qoq_ann
2021-03-31,AL,claims,-0.6260361412615357,qoq_ann
2021-03-31,AL,national_activity,-0.216850196769923,qoq_ann
2021-06-30,AL,payroll,0.3205625072181787,qoq_ann
2021-06-30,AL,coincident,1.2589290195438574,qoq_ann
2021-06-30,AL,claims,-0.3733869596607938,qoq_ann
2021-06-30,AL,national_activity,-0.07736237995392306,qoq_ann
2021-09-30,AL,payroll,0.6596249203777814,qoq_ann
2021-09-30,AL,coincident,3.2613471413936885,qoq_ann
2021-09-30,AL,claims,-0.8709399619873945,qoq_ann
2021-09-30,AL,national_activity,0.116843218661849,qoq_ann
2021-12-31,AL,payroll,1.4806420877921989,qoq_ann
2021-12-31,AL,coincident,1.617297984240486,qoq_ann
2021-12-31,AL,claims,-0.500777874244503,qoq_ann
2021-12-31,AL,national_activity,0.30112590347973667,qoq_ann
2022-03-31,AL,payroll,0.3164411072457694,qoq_ann
2022-03-31,AL,coincident,-0.21622134382055141,qoq_ann
2022-03-31,AL,claims,-0.7063199978310629,qoq_ann
2022-03-31,AL,national_activity,0.4445828858148887,qoq_ann
2022-06-30,AL,payroll,0.2511478913170004,qoq_ann
2022-06-30,AL,coincident,-1.163927045599496,qoq_ann
2022-06-30,AL,claims,0.29902545573823197,qoq_ann
2022-06-30,AL,national_activity,0.567059993263086,qoq_ann
2022-09-30,AL,payroll,1.378548476275361,qoq_ann
2022-09-30,AL,coincident,0.7777973128302169,qoq_ann
2022-09-30,AL,claims,-0.2997360514489868,qoq_ann
2022-09-30,AL,national_activity,0.6787636514450022,qoq_ann
2022-12-31,AL,payroll,-0.11196377657572709,qoq_ann
2022-12-31,AL,coincident,0.4608708764039995,qoq_ann
2022-12-31,AL,claims,0.2334481080364472,qoq_ann
2022-12-31,AL,national_activity,0.776291718487084,qoq_ann
2023-03-31,AL,payroll,0.8251351901582509,qoq_ann
2023-03-31,AL,coincident,-0.6025571691957514,qoq_ann
2023-03-31,AL,claims,0.719894417446093,qoq_ann
2023-03-31,AL,national_activity,0.8672990136048396,qoq_ann
2023-06-30,AL,payroll,0.43792431373939555,qoq_ann
2023-06-30,AL,coincident,-1.752185480153234,qoq_ann
2023-06-30,AL,claims,-0.003353325562268802,qoq_ann
2023-06-30,AL,national_activity,0.9529195840894569,qoq_ann
2023-09-30,AL,payroll,0.21958999855600772,qoq_ann
2023-09-30,AL,coincident,-2.304672002737262,qoq_ann
2023-09-30,AL,claims,-0.33688242256061524,qoq_ann
2023-09-30,AL,national_activity,1.035705036346109,qoq_ann
2023-12-31,AL,payroll,-0.21533913091016008,qoq_ann
2023-12-31,AL,coincident,-2.2491012545189566,qoq_ann
2023-12-31,AL,claims,0.04566271713366566,qoq_ann
2023-12-31,AL,national_activity,1.1094181102732643,qoq_ann
2024-03-31,AL,payroll,0.3607459754827666,qoq_ann
2024-03-31,AL,coincident,-1.5877122088777769,qoq_ann
2024-03-31,AL,claims,-0.3292969548518344,qoq_ann
2024-03-31,AL,national_activity,1.1865333260739797,qoq_ann
2024-06-30,AL,payroll,-0.21730635519282782,qoq_ann
2024-06-30,AL,coincident,-0.8588186544118931,qoq_ann
2024-06-30,AL,claims,0.04056198361300772,qoq_ann
2024-06-30,AL,national_activity,1.259395864532743,qoq_ann
2024-09-30,AL,payroll,-0.5078906780402617,qoq_ann
2024-09-30,AL,coincident,-2.595696713766879,qoq_ann
2024-09-30,AL,claims,-0.31221481944305113,qoq_ann
2024-09-30,AL,national_activity,1.3212014419024358,qoq_ann
2024-12-31,AL,payroll,-0.522732861906007,qoq_ann
2024-12-31,AL,coincident,-1.1379675059002508,qoq_ann
2024-12-31,AL,claims,-0.03433770100424618,qoq_ann
2024-12-31,AL,national_activity,1.3946310040067895,qoq_ann
2015-06-30,AR,payroll,1.097361138266758,qoq_ann
2015-06-30,AR,coincident,0.7547532872566126,qoq_ann
2015-06-30,AR,claims,0.028388648698122135,qoq_ann
2015-06-30,AR,national_activity,-0.21994077516471122,qoq_ann
2015-09-30,AR,payroll,0.5620634659840232,qoq_ann
2015-09-30,AR,coincident,1.1754850525248388,qoq_ann
2015-09-30,AR,claims,0.07465127731799348,qoq_ann
2015-09-30,AR,national_activity,-0.2046595820946026,qoq_ann
2015-12-31,AR,payroll,0.3270778065787203,qoq_ann
2015-12-31,AR,coincident,0.9257067410192747,qoq_ann
2015-12-31,AR,claims,-0.03427081321398218,qoq_ann
2015-12-31,AR,national_activity,-0.19116119488267302,qoq_ann
2016-03-31,AR,payroll,-0.33363998154473307,qoq_ann
2016-03-31,AR,coincident,0.21959033913115383,qoq_ann
2016-03-31,AR,claims,0.07181755225467877,qoq_ann
2016-03-31,AR,national_activity,-0.1773571838093413,qoq_ann
2016-06-30,AR,payroll,-0.0717627245616616,qoq_ann
2016-06-30,AR,coincident,-0.01181783305662438,qoq_ann
2016-06-30,AR,claims,0.012343625513567538,qoq_ann
2016-06-30,AR,national_activity,-0.16482660549185194,qoq_ann
2016-09-30,AR,payroll,0.24878225813319732,qoq_ann
2016-09-30,AR,coincident,0.16485403144197375,qoq_ann
2016-09-30,AR,claims,0.10286956130637585,qoq_ann
2016-09-30,AR,national_activity,-0.1512772809696889,qoq_ann
2016-12-31,AR,payroll,-0.43065892817900825,qoq_ann
2016-12-31,AR,coincident,-0.22346608989849492,qoq_ann
2016-12-31,AR,claims,-0.04730675654938099,qoq_ann
2016-12-31,AR,national_activity,-0.137677019137292,qoq_ann
2017-03-31,AR,payroll,0.3277371898347323,qoq_ann
2017-03-31,AR,coincident,0.37871802221724504,qoq_ann
2017-03-31,AR,claims,0.08433025697662119,qoq_ann
2017-03-31,AR,national_activity,-0.12377113344349279,qoq_ann
2017-06-30,AR,payroll,-0.2892518577547542,qoq_ann
2017-06-30,AR,coincident,-0.11324918855644818,qoq_ann
2017-06-30,AR,claims,-0.0027840475133971026,qoq_ann
2017-06-30,AR,national_activity,-0.10961056119852511,qoq_ann
2017-09-30,AR,payroll,0.19308187633635313,qoq_ann
2017-09-30,AR,coincident,-0.045040085411955595,qoq_ann
2017-09-30,AR,claims,0.07520701645189314,qoq_ann
2017-09-30,AR,national_activity,-0.0962649859172969,qoq_ann
2017-12-31,AR,payroll,-0.37227919718999875,qoq_ann
2017-12-31,AR,coincident,-0.3695868324317207,qoq_ann
2017-12-31,AR,claims,-0.06378151095575413,qoq_ann
2017-12-31,AR,national_activity,-0.08281753601560096,qoq_ann
2018-03-31,AR,payroll,-0.09112994134160014,qoq_ann
2018-03-31,AR,coincident,-0.14366126339011007,qoq_ann
2018-03-31,AR,claims,0.07223548470594088,qoq_ann
2018-03-31,AR,national_activity,-0.06799477873759562,qoq_ann
2018-06-30,AR,payroll,-0.31406102950649367,qoq_ann
2018-06-30,AR,coincident,-0.15383115297749278,qoq_ann
2018-06-30,AR,claims,0.020864303303372342,qoq_ann
2018-06-30,AR,national_activity,-0.052560773736785804,qoq_ann
2018-09-30,AR,payroll,0.5135475510363607,qoq_ann
2018-09-30,AR,coincident,0.29816656323430607,qoq_ann
2018-09-30,AR,claims,0.09794341057729922,qoq_ann
2018-09-30,AR,national_activity,-0.038451138802051976,qoq_ann
2018-12-31,AR,payroll,-0.48929897990915855,qoq_ann
2018-12-31,AR,coincident,-0.4826459215806619,qoq_ann
2018-12-31,AR,claims,-0.05861730913434233,qoq_ann
2018-12-31,AR,national_activity,-0.02693930668923647,qoq_ann
2019-03-31,AR,payroll,-0.10606463334389252,qoq_ann
2019-03-31,AR,coincident,-0.006958588642630309,qoq_ann
2019-03-31,AR,claims,0.04213284946574749,qoq_ann
2019-03-31,AR,national_activity,-0.014510602992214615,qoq_ann
2019-06-30,AR,payroll,-0.674838070707053,qoq_ann
2019-06-30,AR,coincident,-0.2457956047648353,qoq_ann
2019-06-30,AR,claims,-0.03554296473278177,qoq_ann
2019-06-30,AR,national_activity,0.0006687154574271571,qoq_ann
2019-09-30,AR,payroll,-0.26903129803539594,qoq_ann
2019-09-30,AR,coincident,-0.4809549161928636,qoq_ann
2019-09-30,AR,claims,0.07555504101328384,qoq_ann
2019-09-30,AR,national_activity,0.01279179529304668,qoq_ann
2019-12-31,AR,payroll,0.2738660403287465,qoq_ann
2019-12-31,AR,coincident,-0.012935511436386321,qoq_ann
2019-12-31,AR,claims,-0.05832742957388754,qoq_ann
2019-12-31,AR,national_activity,0.0247111258877316,qoq_ann
2020-03-31,AR,payroll,-0.8112730668892794,qoq_ann
2020-03-31,AR,coincident,-1.0678197310612436,qoq_ann
2020-03-31,AR,claims,-0.13751300036933933,qoq_ann
2020-03-31,AR,national_activity,0.03240265973301968,qoq_ann
2020-06-30,AR,payroll,-7.406133897513535,qoq_ann
2020-06-30,AR,coincident,-13.715597054238557,qoq_ann
2020-06-30,AR,claims,-1.3402932442302171,qoq_ann
2020-06-30,AR,national_activity,-0.1603441221912866,qoq_ann
2020-09-30,AR,payroll,1.959326155774307,qoq_ann
2020-09-30,AR,coincident,3.2453253181051913,qoq_ann
2020-09-30,AR,claims,0.2858230616861225,qoq_ann
2020-09-30,AR,national_activity,-0.09544998895355764,qoq_ann
2020-12-31,AR,payroll,0.23107112996838827,qoq_ann
2020-12-31,AR,coincident,2.8353679170203523,qoq_ann
2020-12-31,AR,claims,0.17947700562002183,qoq_ann
2020-12-31,AR,national_activity,-0.06020137027184023,qoq_ann
2021-03-31,AR,payroll,1.1817091754370568,qoq_ann
2021-03-31,AR,coincident,1.7491187693702046,qoq_ann
2021-03-31,AR,claims,0.010353776014825747,qoq_ann
2021-03-31,AR,national_activity,-0.03896051190438869,qoq_ann
2021-06-30,AR,payroll,0.14670706973047867,qoq_ann
2021-06-30,AR,coincident,1.1164027766465048,qoq_ann
2021-06-30,AR,claims,0.04426049593958289,qoq_ann
2021-06-30,AR,national_activity,-0.013899355269410166,qoq_ann
2021-09-30,AR,payroll,-0.43003935654776637,qoq_ann
2021-09-30,AR,coincident,1.0869290356256303,qoq_ann
2021-09-30,AR,claims,0.1295544597276276,qoq_ann
2021-09-30,AR,national_activity,0.02099270224067169,qoq_ann
2021-12-31,AR,payroll,1.3730445684916353,qoq_ann
2021-12-31,AR,coincident,1.5171306221725551,qoq_ann
2021-12-31,AR,claims,0.14572640212289387,qoq_ann
2021-12-31,AR,national_activity,0.054101953892574495,qoq_ann
2022-03-31,AR,payroll,1.094572450647912,qoq_ann
2022-03-31,AR,coincident,0.7159274379681986,qoq_ann
2022-03-31,AR,claims,0.05865585396538952,qoq_ann
2022-03-31,AR,national_activity,0.07987623287082433,qoq_ann
2022-06-30,AR,payroll,1.0767309360537252,qoq_ann
2022-06-30,AR,coincident,0.6937113544733395,qoq_ann
2022-06-30,AR,claims,-0.016772419941731887,qoq_ann
2022-06-30,AR,national_activity,0.10188115089178149,qoq_ann
2022-09-30,AR,payroll,1.105950272186979,qoq_ann
2022-09-30,AR,coincident,0.7424477150541117,qoq_ann
2022-09-30,AR,claims,0.06445885669219097,qoq_ann
2022-09-30,AR,national_activity,0.12195045112385734,qoq_ann
2022-12-31,AR,payroll,-0.30905565347233227,qoq_ann
2022-12-31,AR,coincident,0.25400729398707894,qoq_ann
2022-12-31,AR,claims,0.023045898598835088,qoq_ann
2022-12-31,AR,national_activity,0.13947288584424894,qoq_ann
2023-03-31,AR,payroll,0.765492260987866,qoq_ann
2023-03-31,AR,coincident,0.7944500019733941,qoq_ann
2023-03-31,AR,claims,-0.0053648828536426345,qoq_ann
2023-03-31,AR,national_activity,0.15582376242926535,qoq_ann
2023-06-30,AR,payroll,0.3333898478342255,qoq_ann
2023-06-30,AR,coincident,-0.009379881054886808,qoq_ann
2023-06-30,AR,claims,-0.07131583071613902,qoq_ann
2023-06-30,AR,national_activity,0.17120683011984147,qoq_ann
2023-09-30,AR,payroll,-0.34361472722203473,qoq_ann
2023-09-30,AR,coincident,-0.8663256981449262,qoq_ann
2023-09-30,AR,claims,0.035118071305249465,qoq_ann
2023-09-30,AR,national_activity,0.18608052470808112,qoq_ann
2023-12-31,AR,payroll,-0.002166410082527557,qoq_ann
2023-12-31,AR,coincident,-0.5283553817401774,qoq_ann
2023-12-31,AR,claims,-0.025590076622285657,qoq_ann
2023-12-31,AR,national_activity,0.19932422536884226,qoq_ann
2024-03-31,AR,payroll,0.3700634697672425,qoq_ann
2024-03-31,AR,coincident,0.28090635902944167,qoq_ann
2024-03-31,AR,claims,0.055357350373530234,qoq_ann
2024-03-31,AR,national_activity,0.2131791737524076,qoq_ann
2024-06-30,AR,payroll,-0.25779787018279604,qoq_ann
2024-06-30,AR,coincident,-0.07205796118959518,qoq_ann
2024-06-30,AR,claims,0.03127494429740559,qoq_ann
2024-06-30,AR,national_activity,0.22627006248246737,qoq_ann
2024-09-30,AR,payroll,0.03619174207336223,qoq_ann
2024-09-30,AR,coincident,-0.06074482950671783,qoq_ann
2024-09-30,AR,claims,0.07828976118424076,qoq_ann
2024-09-30,AR,national_activity,0.23737439611341346,qoq_ann
2024-12-31,AR,payroll,-0.21566878146804525,qoq_ann
2024-12-31,AR,coincident,-0.33877511297507795,qoq_ann
2024-12-31,AR,claims,-0.002254678705930064,qoq_ann
2024-12-31,AR,national_activity,0.2505671594639401,qoq_ann
2015-06-30,AZ,payroll,0.1399387170684226,qoq_ann
2015-06-30,AZ,coincident,0.7844233261390153,qoq_ann
2015-06-30,AZ,claims,0.3121410435112245,qoq_ann
2015-06-30,AZ,national_activity,-0.7870980522162159,qoq_ann
2015-09-30,AZ,payroll,-0.2659484046739483,qoq_ann
2015-09-30,AZ,coincident,0.39448149002687205,qoq_ann
2015-09-30,AZ,claims,-0.3269511621614059,qoq_ann
2015-09-30,AZ,national_activity,-0.7324115244815793,qoq_ann
2015-12-31,AZ,payroll,-0.4450320976770393,qoq_ann
2015-12-31,AZ,coincident,1.5918876196461267,qoq_ann
2015-12-31,AZ,claims,-0.7056506874757232,qoq_ann
2015-12-31,AZ,national_activity,-0.684105091649316,qoq_ann
2016-03-31,AZ,payroll,-0.10622298666010213,qoq_ann
2016-03-31,AZ,coincident,1.059756497245007,qoq_ann
2016-03-31,AZ,claims,-0.20702790606951849,qoq_ann
2016-03-31,AZ,national_activity,-0.6347049282623601,qoq_ann
2016-06-30,AZ,payroll,0.38732499808037785,qoq_ann
2016-06-30,AZ,coincident,-0.26359589272089123,qoq_ann
2016-06-30,AZ,claims,0.4431860552705985,qoq_ann
2016-06-30,AZ,national_activity,-0.5898619755199571,qoq_ann
2016-09-30,AZ,payroll,-0.944729406948803,qoq_ann
2016-09-30,AZ,coincident,1.2406623642764345,qoq_ann
2016-09-30,AZ,claims,-0.362727710637796,qoq_ann
2016-09-30,AZ,national_activity,-0.5413732542619125,qoq_ann
2016-12-31,AZ,payroll,0.4592662012774612,qoq_ann
2016-12-31,AZ,coincident,-0.43378706334475675,qoq_ann
2016-12-31,AZ,claims,-0.6932675402491888,qoq_ann
2016-12-31,AZ,national_activity,-0.49270224457808526,qoq_ann
2017-03-31,AZ,payroll,-0.17717976573760205,qoq_ann
2017-03-31,AZ,coincident,1.3273649885462062,qoq_ann
2017-03-31,AZ,claims,-0.2614801939864341,qoq_ann
2017-03-31,AZ,national_activity,-0.4429375043395647,qoq_ann
2017-06-30,AZ,payroll,-0.27124324950942297,qoq_ann
2017-06-30,AZ,coincident,1.3156772338361409,qoq_ann
2017-06-30,AZ,claims,0.33031299953238447,qoq_ann
2017-06-30,AZ,national_activity,-0.3922613219721336,qoq_ann
2017-09-30,AZ,payroll,-0.004491377833183122,qoq_ann
2017-09-30,AZ,coincident,0.3784291458808034,qoq_ann
2017-09-30,AZ,claims,-0.32900769855575923,qoq_ann
2017-09-30,AZ,national_activity,-0.3445017544172177,qoq_ann
2017-12-31,AZ,payroll,0.12415647858807334,qoq_ann
2017-12-31,AZ,coincident,-1.6814563703960483,qoq_ann
2017-12-31,AZ,claims,-0.7644096982873761,qoq_ann
2017-12-31,AZ,national_activity,-0.2963776100107363,qoq_ann
2018-03-31,AZ,payroll,-0.7303322076454601,qoq_ann
2018-03-31,AZ,coincident,0.8518971776316183,qoq_ann
2018-03-31,AZ,claims,-0.21852287589566474,qoq_ann
2018-03-31,AZ,national_activity,-0.24333167810813894,qoq_ann
2018-06-30,AZ,payroll,0.19132090345707034,qoq_ann
2018-06-30,AZ,coincident,0.029782483100014606,qoq_ann
2018-06-30,AZ,claims,0.4324231049593986,qoq_ann
2018-06-30,AZ,national_activity,-0.18809828509615573,qoq_ann
2018-09-30,AZ,payroll,-0.460149187003965,qoq_ann
2018-09-30,AZ,coincident,-0.7663556067872855,qoq_ann
2018-09-30,AZ,claims,-0.36747352274310124,qoq_ann
2018-09-30,AZ,national_activity,-0.13760439115450732,qoq_ann
2018-12-31,AZ,payroll,-0.009676028413943829,qoq_ann
2018-12-31,AZ,coincident,-2.4208838245697306,qoq_ann
2018-12-31,AZ,claims,-0.8441267364494784,qoq_ann
2018-12-31,AZ,national_activity,-0.09640720692774658,qoq_ann
2019-03-31,AZ,payroll,-0.5041400481515366,qoq_ann
2019-03-31,AZ,coincident,0.7869673420452995,qoq_ann
2019-03-31,AZ,claims,-0.21325741262377232,qoq_ann
2019-03-31,AZ,national_activity,-0.051928831036908256,qoq_ann
2019-06-30,AZ,payroll,0.41008741327399306,qoq_ann
2019-06-30,AZ,coincident,-0.23075407927603633,qoq_ann
2019-06-30,AZ,claims,0.5739225603595413,qoq_ann
2019-06-30,AZ,national_activity,0.0023931198461659394,qoq_ann
2019-09-30,AZ,payroll,-0.5945875821978854,qoq_ann
2019-09-30,AZ,coincident,0.6393821850277628,qoq_ann
2019-09-30,AZ,claims,-0.3677005098775268,qoq_ann
2019-09-30,AZ,national_activity,0.045777765182310956,qoq_ann
2019-12-31,AZ,payroll,-0.48880823288275704,qoq_ann
2019-12-31,AZ,coincident,-0.06119385897385021,qoq_ann
2019-12-31,AZ,claims,-0.8619467713268147,qoq_ann
2019-12-31,AZ,national_activity,0.08843325681532814,qoq_ann
2020-03-31,AZ,payroll,1.283405157709561,qoq_ann
2020-03-31,AZ,coincident,-3.61349248982926,qoq_ann
2020-03-31,AZ,claims,1.4444971142738494,qoq_ann
2020-03-31,AZ,national_activity,0.11595880910842876,qoq_ann
2020-06-30,AZ,payroll,9.272221935910183,qoq_ann
2020-06-30,AZ,coincident,-44.04938602966007,qoq_ann
2020-06-30,AZ,claims,10.559196439633848,qoq_ann
2020-06-30,AZ,national_activity,-0.57382059405113,qoq_ann
2020-09-30,AZ,payroll,-0.9904114298128598,qoq_ann
2020-09-30,AZ,coincident,19.768077389245985,qoq_ann
2020-09-30,AZ,claims,-0.5328778222693368,qoq_ann
2020-09-30,AZ,national_activity,-0.34158513960470327,qoq_ann
2020-12-31,AZ,payroll,-1.9417918468307203,qoq_ann
2020-12-31,AZ,coincident,9.662213171887519,qoq_ann
2020-12-31,AZ,claims,-1.9158439944946604,qoq_ann
2020-12-31,AZ,national_activity,-0.21544154896347437,qoq_ann
2021-03-31,AZ,payroll,-0.8612122616702099,qoq_ann
2021-03-31,AZ,coincident,3.8147805270477844,qoq_ann
2021-03-31,AZ,claims,-1.0297078490006581,qoq_ann
2021-03-31,AZ,national_activity,-0.1394272754123277,qoq_ann
2021-06-30,AZ,payroll,-1.2023947941749995,qoq_ann
2021-06-30,AZ,coincident,6.455562120280734,qoq_ann
2021-06-30,AZ,claims,-0.28683531315874955,qoq_ann
2021-06-30,AZ,national_activity,-0.04974136992752242,qoq_ann
2021-09-30,AZ,payroll,-1.0112443757051957,qoq_ann
2021-09-30,AZ,coincident,9.337960028555852,qoq_ann
2021-09-30,AZ,claims,-1.244762944875459,qoq_ann
2021-09-30,AZ,national_activity,0.07512620173323271,qoq_ann
2021-12-31,AZ,payroll,-1.3647704606050088,qoq_ann
2021-12-31,AZ,coincident,4.980571050583353,qoq_ann
2021-12-31,AZ,claims,-1.575332720698618,qoq_ann
2021-12-31,AZ,national_activity,0.19361367849161465,qoq_ann
2022-03-31,AZ,payroll,-0.5422563615277692,qoq_ann
2022-03-31,AZ,coincident,0.14698770405878506,qoq_ann
2022-03-31,AZ,claims,-0.2255947934493166,qoq_ann
2022-03-31,AZ,national_activity,0.2858516219373681,qoq_ann
2022-06-30,AZ,payroll,-0.6750618379522868,qoq_ann
2022-06-30,AZ,coincident,-0.2169586971964145,qoq_ann
2022-06-30,AZ,claims,0.8704630054063172,qoq_ann
2022-06-30,AZ,national_activity,0.36460022187524727,qoq_ann
2022-09-30,AZ,payroll,-0.4777178475166585,qoq_ann
2022-09-30,AZ,coincident,-0.962030432934067,qoq_ann
2022-09-30,AZ,claims,-0.062283426206742605,qoq_ann
2022-09-30,AZ,national_activity,0.43642186163340274,qoq_ann
2022-12-31,AZ,payroll,0.21013028233213887,qoq_ann
2022-12-31,AZ,coincident,-0.358003745290549,qoq_ann
2022-12-31,AZ,claims,-0.6314546766948347,qoq_ann
2022-12-31,AZ,national_activity,0.499129080102454,qoq_ann
2023-03-31,AZ,payroll,-0.08276829115104282,qoq_ann
2023-03-31,AZ,coincident,0.4201248001595427,qoq_ann
2023-03-31,AZ,claims,0.052190876452629445,qoq_ann
2023-03-31,AZ,national_activity,0.5576436647785157,qoq_ann
2023-06-30,AZ,payroll,-1.0875276915655576,qoq_ann
2023-06-30,AZ,coincident,-0.4754578288332337,qoq_ann
2023-06-30,AZ,claims,0.6568070435641924,qoq_ann
2023-06-30,AZ,national_activity,0.6126947693647169,qoq_ann
2023-09-30,AZ,payroll,0.01403945733057536,qoq_ann
2023-09-30,AZ,coincident,-1.5336272389790084,qoq_ann
2023-09-30,AZ,claims,-0.26134838690348966,qoq_ann
2023-09-30,AZ,national_activity,0.6659229896930985,qoq_ann
2023-12-31,AZ,payroll,1.3089728862925216,qoq_ann
2023-12-31,AZ,coincident,-0.2882547302296219,qoq_ann
2023-12-31,AZ,claims,-0.7151525728781152,qoq_ann
2023-12-31,AZ,national_activity,0.7133179803964513,qoq_ann
2024-03-31,AZ,payroll,-1.174114027600635,qoq_ann
2024-03-31,AZ,coincident,2.3328801359269655,qoq_ann
